iter	MultiClass
115	0.04738951911
116	0.04690791282
117	0.04655795479
118	0.04638497467
119	0.045828696
120	0.04562171314
121	0.04522746831
122	0.04502959221
123	0.04456174976
124	0.04437528515
125	0.04412552267
126	0.04392860071
127	0.04363493985
128	0.04307327902
129	0.04279185181
130	0.04244308619
131	0.0420079625
132	0.04131973129
133	0.04103653749
134	0.0408676142
135	0.04055576657
136	0.04033350979
137	0.04006978317
138	0.03966882252
139	0.03930425508
140	0.03903491797
141	0.03856672513
142	0.0380119491
143	0.03786058415
144	0.03743293626
145	0.03732368005
146	0.03697568423
147	0.03678451236
148	0.03650674363
149	0.0362840994
150	0.0360173899
151	0.03595155186
152	0.03551738769
153	0.03513657535
154	0.03505836449
155	0.0349253618
156	0.03470625813
157	0.03454340508
158	0.03432363642
159	0.03415367423
160	0.03399119125
161	0.03391640392
162	0.03368149029
163	0.03349332066
164	0.0334170083
165	0.03303518789
166	0.03280827515
167	0.0326540108
168	0.03250696977
169	0.03211812137
170	0.03199696624
171	0.03174610584
172	0.03159806053
173	0.03145081483
174	0.03132239338
175	0.03118703154
176	0.03102425475
177	0.03100268132
178	0.03082108001
179	0.03071631154
180	0.03059754106
181	0.03049751379
182	0.03040104012
183	0.03013621397
184	0.03002054726
185	0.02992782246
186	0.02983617609
187	0.02966408446
188	0.02957320416
189	0.02930185055
190	0.02919756609
191	0.02903227159
192	0.02893702759
193	0.02869588934
194	0.02846295413
195	0.02834428404
196	0.02821327817
197	0.02818502647
198	0.02808433211
199	0.02790524614
200	0.02763814637
201	0.0275142482
202	0.02743178321
203	0.027290266
204	0.02716537054
205	0.02706443446
206	0.02682545451
207	0.02676552352
208	0.02670677173
209	0.02657121958
210	0.02643742276
211	0.02636113492
212	0.02617781587
213	0.02615902764
214	0.02608201231
215	0.02603350241
216	0.02591433322
217	0.02583265378
218	0.02577513301
219	0.02565007879
220	0.02552313057
221	0.02547982396
222	0.02539910313
223	0.02534066302
224	0.02526517356
225	0.02516782818
226	0.02508671398
227	0.02494562534
228	0.02490747494
229	0.02489536371
230	0.02484557078
231	0.0247586975
232	0.02464119281
233	0.02445082037
234	0.02434587274
235	0.02430053986
236	0.02419576465
237	0.02408878739
238	0.02393279169
239	0.02389899775
240	0.02383926307
241	0.02379941878
242	0.02373862349
243	0.02367400436
244	0.02361974571
245	0.02353711125
246	0.02350637529
247	0.02334848968
248	0.0232793294
249	0.02327554798
250	0.02325168786
251	0.0232284186
252	0.02311645243
253	0.02303836951
254	0.02297497657
255	0.02296599806
256	0.02293826012
257	0.02284558785
258	0.02273823332
259	0.02257280028
260	0.02240547682
261	0.02233285844
262	0.02224787455
263	0.02219343477
264	0.02217689705
265	0.02215627573
266	0.02210953975
267	0.02208447512
268	0.02197922312
269	0.02192474533
270	0.02184563337
271	0.02176538414
272	0.02169606485
273	0.02167089595
274	0.0216200598
275	0.02159216554
276	0.02152703531
277	0.02144815037
278	0.0213965315
279	0.02130015785
280	0.02125796865
281	0.02122129342
282	0.02114432628
283	0.0211364559
284	0.02103347789
285	0.02098637477
286	0.02090600349
287	0.02075191766
288	0.02064810895
289	0.02054290429
290	0.0205163817
291	0.02047325577
292	0.02034488761
293	0.02024914582
294	0.02013781084
295	0.02005132427
296	0.02001964613
297	0.01998118996
298	0.01992619568
299	0.01986719809
300	0.01984639202
301	0.0197363171
302	0.01969317208
303	0.01962037642
304	0.01952704232
305	0.0194900182
306	0.01941505554
307	0.01935073811
308	0.01929933217
309	0.01921190824
310	0.01919200837
311	0.01908216799
312	0.01898512031
313	0.01891126013
314	0.01887584674
315	0.01879471403
316	0.01873203426
317	0.01871217292
318	0.01860909522
319	0.01855918677
320	0.01850001996
321	0.0184448692
322	0.0184220471
323	0.0184010388
324	0.0183733246
325	0.01835164006
326	0.01833824517
327	0.018294372
328	0.01823114772
329	0.01821548023
330	0.01814910893
331	0.01810654747
332	0.0180224629
333	0.0179886484
334	0.01797022137
335	0.01793023716
336	0.01791075058
337	0.01789079574
338	0.01784785081
339	0.01773186183
340	0.01768517922
341	0.01760167115
342	0.01756783249
343	0.01751602618
344	0.01749521139
345	0.01748781215
346	0.01743933026
347	0.01742496093
348	0.01739607288
349	0.01732863425
350	0.01731343206
351	0.01724105197
352	0.01720361391
353	0.01717568733
354	0.01712024972
355	0.01708957406
356	0.01706800681
357	0.01695744844
358	0.01691422871
359	0.01687979052
360	0.01682999848
361	0.01678174521
362	0.01674057606
363	0.01668793544
364	0.01665012273
365	0.01659581359
366	0.01653077867
367	0.01649429249
368	0.01646635461
369	0.01644124609
370	0.01638493221
371	0.01633723671
372	0.01627837032
373	0.01626043668
374	0.01622366661
375	0.01617463607
376	0.01614446322
377	0.01610097789
378	0.01606284256
379	0.016010969
380	0.01597577778
381	0.01594964245
382	0.01593499624
383	0.01590270851
384	0.01587099475
385	0.01583341122
386	0.01582087611
387	0.01579159943
388	0.01576832765
389	0.01570862484
390	0.01567327671
391	0.01561319708
392	0.01559096941
393	0.01553797286
394	0.01550055192
395	0.01546683561
396	0.01540636222
397	0.01540118377
398	0.01533185522
399	0.01530020938
400	0.0152501923
401	0.01522546209
402	0.01515300455
403	0.01512513307
404	0.01511192504
405	0.01505548473
406	0.01502094492
407	0.01500493941
408	0.01497913901
409	0.01495703096
410	0.01493519212
411	0.01488301026
412	0.01486712336
413	0.014847246
414	0.01480972331
415	0.01479155884
416	0.01474885999
417	0.01469010791
418	0.01467826118
419	0.0146577497
420	0.01463761383
421	0.0146052336
422	0.01457552808
423	0.01454173148
424	0.01449746992
425	0.01446843735
426	0.01442897845
427	0.01440118709
428	0.01436021743
429	0.01433041158
430	0.01431627513
431	0.01428336241
432	0.01426658998
433	0.01425116514
434	0.01421320763
435	0.01418087764
436	0.01411983415
437	0.01409931761
438	0.01406094774
439	0.01400893107
440	0.01400132209
441	0.01396735435
442	0.0139537672
443	0.013928294
444	0.01389748029
445	0.0138855203
446	0.01387383058
447	0.01384831114
448	0.01383575543
449	0.01381046367
450	0.01379331964
451	0.01376561614
452	0.01375604472
453	0.01373568933
454	0.01370319757
455	0.01365658487
456	0.01362069878
457	0.01359012683
458	0.01354698772
459	0.01352416465
460	0.01345547089
461	0.01344264932
462	0.01342996875
463	0.01340852434
464	0.01339185302
465	0.01333449465
466	0.01332573787
467	0.01327334522
468	0.01324562722
469	0.01321647589
470	0.01317414275
471	0.01312341745
472	0.01309464881
473	0.01305679222
474	0.01304604212
475	0.01304034931
476	0.01301443631
477	0.01299099333
478	0.01297868665
479	0.01293969284
480	0.01291247788
481	0.01290027551
482	0.01287603651
483	0.01284955226
484	0.01279812574
485	0.01276810666
486	0.0127522178
487	0.01272449071
488	0.01270347584
489	0.01267690767
490	0.01265183583
491	0.01263472138
492	0.01259661545
493	0.01257548617
494	0.01253983418
495	0.01252239794
496	0.01249449563
497	0.01246120007
498	0.01243072283
499	0.01239403257
500	0.0123691047
501	0.01233826099
502	0.01228434511
503	0.01226730024
504	0.01225766719
505	0.01224383318
506	0.01223632052
507	0.01221121525
508	0.01217335465
509	0.01213698474
510	0.01211791095
511	0.01210806606
512	0.01209162528
513	0.01206959901
514	0.01205879309
515	0.01204238527
516	0.01200579876
517	0.01199516316
518	0.0119810095
519	0.01196123104
520	0.01194457032
521	0.01192975617
522	0.01190957308
523	0.01187681666
524	0.01184313476
525	0.0118287086
526	0.01179273147
527	0.01177570891
528	0.01176936259
529	0.01175652473
530	0.01174741354
531	0.01173862817
532	0.01171241634
533	0.01170640195
534	0.01169375096
535	0.0116868041
536	0.01166308629
537	0.01164893294
538	0.01163643936
539	0.01161406781
540	0.01159568358
541	0.01158588614
542	0.0115817293
543	0.01157227843
544	0.01152753931
545	0.01151797076
546	0.0114898165
547	0.0114694317
548	0.01144464276
549	0.01142622102
550	0.01140749398
551	0.01138922508
552	0.01137336672
553	0.01136955841
554	0.01134087813
555	0.01132428801
556	0.01130753171
557	0.01128650564
558	0.01124566505
559	0.01123553867
560	0.0112183533
561	0.01120558191
562	0.01119638263
563	0.0111696962
564	0.01115782015
565	0.01115283056
566	0.01114046246
567	0.01113744971
568	0.01110976985
569	0.01108319655
570	0.01107354404
571	0.01106923558
572	0.01106011102
573	0.0110427767
574	0.01103836169
575	0.01101954006
576	0.01100867498
577	0.01100623165
578	0.01098833597
579	0.01096239484
580	0.01095023594
581	0.01094373873
582	0.01092314113
583	0.01087426573
584	0.01086257117
585	0.01085117943
586	0.01083204137
587	0.01081694507
588	0.01080542333
589	0.01079769083
590	0.01078343617
591	0.01077343309
592	0.01074251558
593	0.01071464002
594	0.01068407072
595	0.01062507607
596	0.01061824734
597	0.01060845004
598	0.01058081279
599	0.01056273433
600	0.01055678638
601	0.01053806208
602	0.01049595493
603	0.01047281243
604	0.01045513969
605	0.01042806596
606	0.01039863008
607	0.01038333239
608	0.01036824776
609	0.01035852219
610	0.01034431261
611	0.01033772166
612	0.0103193628
613	0.01030016037
614	0.01028571249
615	0.01028079742
616	0.01027563272
617	0.01025558085
618	0.01024929335
619	0.01022856141
620	0.01021528457
621	0.01019855908
622	0.01018784068
623	0.01017891018
624	0.01016383561
625	0.01014249119
626	0.0101220782
627	0.01011261766
628	0.01009823473
629	0.01008497768
630	0.01007563416
631	0.01005278619
632	0.01003417172
633	0.01000663252
634	0.009991890856
635	0.009979666567
636	0.009960963938
637	0.009949972373
638	0.009927779986
639	0.00991957932
640	0.009909866147
641	0.009897860513
642	0.009894470159
643	0.009885401676
644	0.009869304505
645	0.009856964483
646	0.009853185421
647	0.009844777073
648	0.009832021456
649	0.009822705331
650	0.009801757158
651	0.00979440688
652	0.009785724934
653	0.009769253003
654	0.00974309375
655	0.009725679623
656	0.009710140334
657	0.009688505956
658	0.009667913768
659	0.009663613053
660	0.009656174284
661	0.00963915403
662	0.009620743941
663	0.009602775957
664	0.00959857936
665	0.009581095977
666	0.009572612631
667	0.009548967456
668	0.009534961532
669	0.00952438017
670	0.009505761768
671	0.009484208185
672	0.009481220397
673	0.009475065098
674	0.009463449276
675	0.009457679804
676	0.009432595905
677	0.009425016015
678	0.009413391779
679	0.009406309716
680	0.009379899853
681	0.009360367549
682	0.009349373354
683	0.009334425142
684	0.009321246071
685	0.009307035239
686	0.009298065288
687	0.009286969813
688	0.009259718142
689	0.009247335289
690	0.009241474441
691	0.009236569863
692	0.009218447078
693	0.009209982123
694	0.00920185342
695	0.009198247595
696	0.00919064015
697	0.009181328825
698	0.009168249534
699	0.009162642951
700	0.009148635176
701	0.009139037121
702	0.009127525482
703	0.00910806482
704	0.00910440836
705	0.009086575446
706	0.009078095657
707	0.009063099188
708	0.009053767922
709	0.009042396314
710	0.009038401839
711	0.009033526966
712	0.009028658351
713	0.009022966032
714	0.009019533602
715	0.009000690184
716	0.008983704185
717	0.008966792489
718	0.008944716393
719	0.008933741884
720	0.008928823535
721	0.008922569648
722	0.008912477812
723	0.008909149283
724	0.008901735435
725	0.008896113389
726	0.008883568851
727	0.008874087177
728	0.008861905971
729	0.008854230852
730	0.008848057052
731	0.008829019931
732	0.008817078346
733	0.008806279064
734	0.008796431112
735	0.008784334974
736	0.00877736874
737	0.008770798994
738	0.008767009459
739	0.008764312422
740	0.008746280976
741	0.00874344281
742	0.00874010835
743	0.008728970055
744	0.008715438471
745	0.00869676841
746	0.008679209709
747	0.008669853588
748	0.008660571993
749	0.008649011128
750	0.008641174469
751	0.008637024075
752	0.00863438192
753	0.00862349309
754	0.008612609617
755	0.008602874449
756	0.008598424542
757	0.008596875272
758	0.008591264992
759	0.008579846394
760	0.008561602113
761	0.008558630253
762	0.008534720715
763	0.008521960459
764	0.008515738
765	0.008505884522
766	0.008496534618
767	0.008487144539
768	0.008481170203
769	0.00846242984
770	0.008448397825
771	0.008440150365
772	0.008427975167
773	0.008425779261
774	0.008416626593
775	0.008402135704
776	0.008395275882
777	0.008386056331
778	0.008378218996
779	0.008376044868
780	0.008366358525
781	0.008352630265
782	0.008348299333
783	0.008329408207
784	0.008324885026
785	0.008319184275
786	0.008311914334
787	0.008299548516
788	0.00828752772
789	0.008262928355
790	0.00824039085
791	0.008229443005
792	0.008224599876
793	0.008216735377
794	0.008201241896
795	0.008197203707
796	0.008191601276
797	0.008189102414
798	0.008176384049
799	0.00816770674
800	0.008155860523
801	0.008145164467
802	0.008137947967
803	0.008129833605
804	0.008127832753
805	0.008119280209
806	0.008110785623
807	0.008103656871
808	0.008092927733
809	0.008089517685
810	0.00807981636
811	0.008076983533
812	0.008072127255
813	0.008059264062
814	0.008046271413
815	0.008035841
816	0.008034263614
817	0.008026035898
818	0.008023995909
819	0.00801996968
820	0.008008360794
821	0.00800435528
822	0.007995634189
823	0.00799062534
824	0.007982485497
825	0.007977128865
826	0.007968733861
827	0.007962877522
828	0.007947514312
829	0.007942805521
830	0.007933710426
831	0.007932218798
832	0.007924847629
833	0.007912660927
834	0.007908568095
835	0.007896437532
836	0.007884439044
837	0.007878720225
838	0.007864071595
839	0.007855535071
840	0.00783757461
841	0.007828622693
842	0.00782660472
843	0.007824724024
844	0.007822523406
845	0.007821009343
846	0.007808586581
847	0.007804352963
848	0.007799821491
849	0.007792707485
850	0.007785144624
851	0.007779135282
852	0.007776292713
853	0.007753790472
854	0.007748641704
855	0.007738351202
856	0.007734775293
857	0.007728463834
858	0.007708076675
859	0.007705998912
860	0.007695029384
861	0.007690309947
862	0.007687212855
863	0.00767793844
864	0.007665231861
865	0.007661203227
866	0.007659458042
867	0.007652988147
868	0.0076328916
869	0.007624900095
870	0.007611121172
871	0.007593285534
872	0.007587318549
873	0.007577129554
874	0.007573921169
875	0.007568323257
876	0.007545490833
877	0.007539738656
878	0.007530771231
879	0.007511654816
880	0.007498442925
881	0.007493033586
882	0.007485074669
883	0.007476561035
884	0.007466151179
885	0.007462301398
886	0.007456855626
887	0.007442398575
888	0.007434152967
889	0.007428377632
890	0.00742457383
891	0.007404702694
892	0.007399708049
893	0.007393251221
894	0.007383978527
895	0.00737545237
896	0.007370736123
897	0.007357707611
898	0.007355099725
899	0.0073489781
900	0.00733863033
901	0.007334909851
902	0.007328520226
903	0.007311422037
904	0.007300217015
905	0.007291797971
906	0.007286393737
907	0.007281204088
908	0.007273087658
909	0.007259913184
910	0.007247545207
911	0.007238787534
912	0.007233361211
913	0.007227430606
914	0.00721597411
915	0.007211225688
916	0.007198366294
917	0.007193411964
918	0.00718756422
919	0.007173562608
920	0.007171828095
921	0.007167556471
922	0.007161203249
923	0.007157621471
924	0.007151302049
925	0.007140022443
926	0.007130182928
927	0.007125035227
928	0.007116864264
929	0.007100768235
930	0.007091030269
931	0.007085278941
932	0.007081701944
933	0.007077245015
934	0.007074332424
935	0.007067363538
936	0.007058568429
937	0.007048433809
938	0.007044605992
939	0.007043414256
940	0.007033487901
941	0.007029753996
942	0.007024758093
943	0.007014818967
944	0.007008978242
945	0.006999066658
946	0.006995054089
947	0.006987789146
948	0.006986279667
949	0.006977377568
950	0.006966204233
951	0.006958652145
952	0.006957192649
953	0.00695018428
954	0.006948858917
955	0.006940435413
956	0.006932145729
957	0.006928957637
958	0.006927547867
959	0.006922364772
960	0.006919868114
961	0.006910650486
962	0.006903228843
963	0.00690151584
964	0.006897361132
965	0.006883162785
966	0.006878520982
967	0.00687344516
968	0.006868419728
969	0.006865545789
970	0.006862574338
971	0.006854243425
972	0.006852954269
973	0.006851919277
974	0.00683949346
975	0.006838144248
976	0.006822388618
977	0.006818224142
978	0.006803074173
979	0.006794561059
980	0.00679069357
981	0.006787314636
982	0.006783741176
983	0.006778442025
984	0.006760284918
985	0.00674908379
986	0.006746333046
987	0.006744163749
988	0.006738517848
989	0.00673222858
990	0.006729016188
991	0.006720604507
992	0.006714090092
993	0.00671188725
994	0.006710033807
995	0.006708570116
996	0.006698613948
997	0.00668870845
998	0.006684210735
999	0.006681247193
