iter	MultiClass
0	1.56188765
1	1.345787146
2	1.187051621
3	1.054460393
4	0.9581153957
5	0.8829280197
6	0.8093497764
7	0.7372250871
8	0.6861615581
9	0.6409204131
10	0.5962813042
11	0.5523215156
12	0.5194589847
13	0.4832312479
14	0.4519336296
15	0.4226156179
16	0.3947690363
17	0.3710537878
18	0.3475160598
19	0.3323474557
20	0.3138598326
21	0.2960404017
22	0.2829201006
23	0.2689916897
24	0.2590083905
25	0.2519334596
26	0.2400327563
27	0.2311058143
28	0.2224291527
29	0.2130148689
30	0.2050832829
31	0.1968909341
32	0.189754267
33	0.18239563
34	0.1774621818
35	0.1718405987
36	0.1662048249
37	0.162171501
38	0.156362166
39	0.1508052746
40	0.1472362643
41	0.1436490465
42	0.1388990895
43	0.136373268
44	0.1312512065
45	0.1273063309
46	0.1246910106
47	0.1207603281
48	0.1185693455
49	0.1153157113
50	0.1117231861
51	0.1096508553
52	0.1075454751
53	0.105482304
54	0.103112039
55	0.1013923564
56	0.09885919114
57	0.09705295403
58	0.09489063292
59	0.09232469313
60	0.09076115393
61	0.08858688861
62	0.08768139914
63	0.08583698806
64	0.08409138693
65	0.08283744386
66	0.0810500986
67	0.07920254209
68	0.07840217735
69	0.07707726101
70	0.07629511315
71	0.0754529034
72	0.07496079531
73	0.07405203751
74	0.07294718246
75	0.07217788255
76	0.07140257137
77	0.07067560253
78	0.06948345918
79	0.06882201195
80	0.06790465711
81	0.06663433235
82	0.06578445749
83	0.06514830198
84	0.06421165576
85	0.0632777788
86	0.0627156783
87	0.06175273754
88	0.06090280027
89	0.06036429445
90	0.05972462689
91	0.05901184571
92	0.05804560006
93	0.0569543075
94	0.05642349028
95	0.05562645111
96	0.05500661255
97	0.05439684234
98	0.05388308323
99	0.0536697772
100	0.05306509472
101	0.05236673212
102	0.05182376449
103	0.05094163614
104	0.05044106146
105	0.04999504346
106	0.04948793871
107	0.04876432545
108	0.04791051503
109	0.04739091185
110	0.04670548221
111	0.04641648861
112	0.04592949983
113	0.04567384852
114	0.04524572901
115	0.04470938791
116	0.04446188481
117	0.04429516869
118	0.04408123386
119	0.04361518051
120	0.04332473554
121	0.04289702247
122	0.04268565297
123	0.04213914091
124	0.04192236679
125	0.04163600745
126	0.04110748242
127	0.04083247345
128	0.04046632759
129	0.04035669239
130	0.04013584827
131	0.03981190506
132	0.03934318517
133	0.03915886966
134	0.03865470411
135	0.03819942522
136	0.03798855075
137	0.03774350961
138	0.0373942687
139	0.0371115788
140	0.03677274225
141	0.03653572144
142	0.0360020467
143	0.03585123322
144	0.03549507166
145	0.03537027759
146	0.03514815288
147	0.03503669456
148	0.03485329218
149	0.03470283829
150	0.03444622746
151	0.03416186243
152	0.0338100458
153	0.03371515867
154	0.03354965858
155	0.03329893289
156	0.03309045855
157	0.0330151306
158	0.03275959778
159	0.03264553873
160	0.03238724102
161	0.0323369727
162	0.03217587933
163	0.03200970294
164	0.03182798368
165	0.0315540767
166	0.03125236166
167	0.03114570069
168	0.03101902644
169	0.03086488456
170	0.03074267912
171	0.03060089572
172	0.03048410239
173	0.03037587637
174	0.03029396959
175	0.03012764595
176	0.02996045276
177	0.02986457228
178	0.02978381671
179	0.02959909421
180	0.02952085997
181	0.02947400127
182	0.0293518453
183	0.02928496159
184	0.02917064726
185	0.02915553287
186	0.02885187802
187	0.02870598794
188	0.02848340091
189	0.02831466469
190	0.02810079513
191	0.02792699189
192	0.02783135096
193	0.02756782087
194	0.02735879665
195	0.02720493779
196	0.02710472767
197	0.0270366993
198	0.02690132025
199	0.0268979552
200	0.02667437772
201	0.0265288866
202	0.02645191752
203	0.0263248349
204	0.02626529178
205	0.0261759572
206	0.02599601168
207	0.0259349955
208	0.02589339849
209	0.02576062823
210	0.02562223664
211	0.0255813952
212	0.02543131419
213	0.02541540589
214	0.0253674052
215	0.02531683461
216	0.02515891171
217	0.0249792926
218	0.02495227211
219	0.0248616488
220	0.02477049678
221	0.02467911402
222	0.02461502341
223	0.02452224536
224	0.02445344673
225	0.02435679
226	0.02425736012
227	0.02412674225
