iter	Passed	Remaining
416	21478	30028
417	21527	29973
418	21570	29909
419	21615	29849
420	21659	29788
421	21709	29734
422	21755	29676
423	21801	29616
424	21849	29561
425	21891	29497
426	21938	29440
427	21984	29381
428	22031	29323
429	22077	29265
430	22119	29202
431	22167	29145
432	22210	29083
433	22255	29025
434	22298	28962
435	22344	28904
436	22392	28849
437	22436	28788
438	22484	28733
439	22529	28674
440	22573	28614
441	22622	28559
442	22664	28497
443	22711	28440
444	22758	28384
445	22802	28323
446	22847	28265
447	22894	28208
448	22940	28151
449	22985	28093
450	23026	28030
451	23075	27976
452	23117	27914
453	23163	27857
454	23211	27802
455	23256	27744
456	23301	27686
457	23345	27627
458	23392	27572
459	23440	27517
460	23501	27477
461	23546	27420
462	23588	27359
463	23639	27308
464	23680	27245
465	23730	27193
466	23773	27132
467	23824	27082
468	23869	27025
469	23916	26970
470	23963	26914
471	24010	26859
472	24058	26805
473	24107	26751
474	24150	26692
475	24191	26631
476	24234	26572
477	24280	26515
478	24325	26458
479	24371	26402
480	24416	26345
481	24461	26288
482	24509	26234
483	24561	26184
484	24611	26133
485	24660	26081
486	24707	26026
487	24753	25970
488	24798	25913
489	24851	25865
490	24908	25821
491	24952	25764
492	24995	25705
493	25044	25653
494	25091	25598
495	25136	25542
496	25182	25486
497	25230	25432
498	25280	25381
499	25333	25333
500	25379	25277
501	25426	25224
502	25475	25171
503	25523	25118
504	25564	25057
505	25611	25003
506	25653	24945
507	25701	24892
508	25750	24839
509	25797	24785
510	25847	24735
511	25889	24676
512	25935	24621
513	25981	24566
514	26028	24512
515	26080	24463
516	26132	24413
517	26180	24360
518	26223	24303
519	26267	24247
520	26314	24192
521	26360	24138
522	26407	24085
523	26455	24031
524	26500	23976
525	26543	23919
526	26587	23863
527	26635	23810
528	26677	23752
529	26727	23701
530	26777	23650
531	26825	23597
532	26869	23542
533	26914	23486
534	26963	23435
535	27007	23379
536	27048	23321
537	27095	23267
538	27137	23210
539	27184	23157
540	27232	23104
541	27278	23050
542	27320	22993
543	27365	22938
544	27407	22881
545	27454	22828
546	27504	22778
547	27551	22725
548	27597	22671
549	27646	22619
550	27696	22569
551	27746	22519
552	27796	22468
553	27842	22414
554	27901	22371
555	27957	22325
556	28036	22298
557	28109	22266
558	28173	22226
559	28229	22180
560	28302	22147
561	28355	22098
562	28403	22046
563	28451	21994
564	28494	21938
565	28540	21884
566	28594	21836
567	28665	21801
568	28742	21771
569	28801	21727
570	28858	21681
571	28904	21628
572	28948	21572
573	28997	21520
574	29046	21469
575	29095	21417
576	29142	21364
577	29208	21325
578	29295	21300
579	29398	21288
580	29483	21262
581	29545	21220
582	29618	21185
583	29692	21150
584	29785	21129
585	29859	21095
586	29931	21059
587	29999	21019
588	30061	20977
589	30142	20946
590	30230	20921
591	30330	20903
592	30413	20873
593	30487	20838
594	30549	20794
595	30612	20750
596	30656	20694
597	30706	20642
598	30762	20593
599	30824	20549
600	30899	20514
601	30997	20493
602	31068	20454
603	31134	20412
604	31194	20366
605	31252	20319
606	31308	20270
607	31370	20225
608	31427	20177
609	31478	20125
610	31529	20073
611	31575	20018
612	31625	19966
613	31692	19924
614	31770	19888
615	31848	19853
616	31904	19804
617	31961	19756
618	32013	19704
619	32074	19658
620	32145	19618
621	32204	19571
622	32258	19520
623	32303	19464
624	32365	19419
625	32427	19373
626	32487	19326
627	32545	19278
628	32613	19236
629	32677	19191
630	32743	19148
631	32848	19126
632	32942	19099
633	33012	19057
634	33079	19014
635	33157	18976
636	33227	18934
637	33316	18903
638	33409	18874
639	33483	18834
640	33553	18791
641	33623	18749
642	33683	18701
643	33742	18652
644	33796	18601
645	33861	18555
646	33920	18506
647	33975	18456
648	34039	18409
649	34102	18362
650	34152	18309
651	34201	18254
652	34254	18202
653	34314	18153
654	34368	18102
655	34419	18049
656	34472	17997
657	34530	17947
658	34585	17896
659	34631	17840
660	34679	17785
661	34729	17731
662	34786	17681
663	34862	17641
664	34932	17597
665	35013	17559
666	35076	17511
667	35134	17461
668	35186	17409
669	35243	17358
670	35315	17315
671	35373	17265
672	35427	17213
673	35476	17159
674	35525	17104
675	35578	17052
676	35631	16999
677	35680	16945
678	35730	16891
679	35784	16839
680	35836	16787
681	35885	16732
682	35933	16677
683	36012	16637
684	36069	16586
685	36151	16547
686	36205	16495
687	36260	16443
688	36343	16404
689	36413	16359
690	36468	16307
691	36516	16253
692	36569	16200
693	36637	16154
694	36695	16103
695	36759	16056
696	36826	16009
697	36885	15959
698	36964	15917
699	37043	15875
700	37110	15828
701	37174	15780
702	37242	15734
703	37302	15683
704	37356	15631
705	37436	15589
706	37527	15552
707	37590	15503
708	37641	15449
709	37697	15397
710	37745	15342
711	37796	15288
712	37857	15238
713	37930	15193
714	37982	15139
715	38038	15087
716	38092	15034
717	38147	14982
718	38199	14929
719	38250	14875
720	38297	14819
721	38346	14764
722	38395	14710
723	38442	14654
724	38492	14600
725	38542	14546
726	38591	14491
727	38644	14438
728	38698	14385
729	38749	14332
730	38802	14279
731	38860	14227
732	38913	14174
733	38964	14120
734	39017	14067
735	39069	14014
736	39115	13958
737	39164	13903
738	39211	13848
739	39258	13793
740	39308	13739
741	39365	13687
742	39412	13632
743	39463	13578
744	39514	13525
745	39570	13473
746	39621	13419
747	39672	13365
748	39722	13311
749	39772	13257
750	39826	13204
751	39882	13152
752	39936	13100
753	39989	13046
754	40049	12996
755	40099	12942
756	40144	12886
757	40192	12831
758	40242	12777
759	40293	12724
760	40345	12670
761	40394	12616
762	40452	12565
763	40504	12511
764	40548	12456
765	40609	12405
766	40658	12351
767	40706	12296
768	40755	12242
769	40809	12189
770	40862	12136
771	40913	12083
772	40964	12029
773	41015	11976
774	41061	11921
775	41113	11867
776	41165	11814
777	41212	11759
778	41261	11705
779	41307	11650
780	41357	11597
781	41410	11543
782	41454	11488
783	41508	11436
784	41557	11381
785	41609	11328
786	41658	11274
787	41706	11220
788	41761	11168
789	41817	11115
790	41866	11062
791	41920	11009
792	41970	10955
793	42021	10902
794	42082	10851
795	42133	10797
796	42177	10742
797	42225	10688
798	42281	10636
799	42330	10582
800	42376	10528
801	42431	10475
802	42477	10421
803	42526	10367
804	42575	10313
805	42624	10259
806	42672	10205
807	42722	10151
808	42775	10099
809	42819	10044
810	42870	9990
811	42940	9941
812	42988	9887
813	43042	9835
814	43099	9783
815	43148	9729
816	43205	9677
817	43259	9624
818	43303	9570
819	43355	9516
820	43410	9464
821	43461	9411
822	43515	9358
823	43567	9305
824	43614	9251
825	43666	9198
826	43718	9145
827	43771	9092
828	43827	9040
829	43883	8988
830	43934	8934
831	43983	8881
832	44037	8828
833	44093	8776
834	44144	8723
835	44203	8671
836	44256	8618
837	44311	8566
838	44364	8513
839	44415	8460
840	44468	8407
841	44523	8354
842	44574	8301
843	44623	8247
844	44675	8194
845	44729	8142
846	44783	8089
847	44832	8036
848	44882	7982
849	44929	7928
850	44978	7875
851	45026	7821
852	45079	7768
853	45143	7717
854	45192	7664
855	45245	7611
856	45295	7558
857	45347	7505
858	45403	7452
859	45447	7398
860	45499	7345
861	45549	7292
862	45596	7238
863	45654	7186
864	45704	7133
865	45767	7081
866	45819	7028
867	45869	6975
868	45925	6923
869	45974	6869
870	46027	6816
871	46083	6764
872	46134	6711
873	46188	6658
874	46234	6604
875	46285	6551
876	46337	6498
877	46390	6446
878	46445	6393
879	46497	6340
880	46545	6287
881	46591	6233
882	46645	6180
883	46697	6127
884	46749	6074
885	46796	6021
886	46850	5968
887	46905	5915
888	46958	5863
889	47006	5809
890	47055	5756
891	47104	5703
892	47157	5650
893	47212	5597
894	47265	5545
895	47319	5492
896	47366	5439
897	47422	5386
898	47470	5333
899	47526	5280
900	47576	5227
901	47629	5174
902	47676	5121
903	47748	5070
904	47803	5018
905	47852	4964
906	47903	4911
907	47953	4858
908	48005	4805
909	48058	4753
910	48112	4700
911	48162	4647
912	48215	4594
913	48266	4541
914	48318	4488
915	48368	4435
916	48431	4383
917	48477	4330
918	48523	4276
919	48573	4223
920	48623	4170
921	48672	4117
922	48718	4064
923	48765	4011
924	48820	3958
925	48876	3905
926	48929	3853
927	48982	3800
928	49036	3747
929	49090	3694
930	49150	3642
931	49203	3589
932	49265	3537
933	49312	3484
934	49359	3431
935	49411	3378
936	49467	3325
937	49521	3273
938	49566	3219
939	49614	3166
940	49667	3114
941	49711	3060
942	49764	3008
943	49817	2955
944	49868	2902
945	49917	2849
946	49964	2796
947	50016	2743
948	50061	2690
949	50115	2637
950	50166	2584
951	50216	2531
952	50260	2478
953	50313	2425
954	50366	2373
955	50419	2320
956	50475	2267
957	50521	2214
958	50569	2161
959	50621	2109
960	50673	2056
961	50725	2003
962	50781	1951
963	50824	1898
964	50879	1845
965	50932	1792
966	50977	1739
967	51028	1686
968	51079	1634
969	51125	1581
970	51174	1528
971	51225	1475
972	51273	1422
973	51317	1369
974	51368	1317
975	51417	1264
976	51468	1211
977	51516	1158
978	51567	1106
979	51619	1053
980	51665	1000
981	51717	947
982	51770	895
983	51825	842
984	51877	790
985	51924	737
986	51971	684
987	52021	631
988	52065	579
989	52119	526
990	52166	473
991	52218	421
992	52272	368
993	52324	315
994	52371	263
995	52418	210
996	52471	157
997	52543	105
998	52591	52
999	52645	0
